titel,name,email,zugang,quelle,status,link
Fachinformatiker Anwendungsentwicklung - Vorbereitung auf die IHK-Prüfung,COMCAVE.COLLEGE GmbH,anfrage@comcave.com,"<ul><li> Die Zulassung zur IHK-Abschlussprüfung muss vorliegen.</li><li> Deutsch in Wort und Schrift.</li><li> Persönliches Eignungsgespräch im Rahmen der Fachberatung.</li></ul><p>Ausnahmen sind in Absprache mit COMCAVE und dem jeweiligen Kostenträger, zum Beispiel der Agentur für Arbeit oder dem Jobcenter, möglich. Des Weiteren gelten die Zugangsvoraussetzungen des Kostenträgers.</p>",bildungsanbieter,not sent,https://www.comcave.de/weiterbildung/bewerbungstraining-vorbereitung/vorbereitungskurse/vorbereitung-ihk-pruefung-fachinformatiker-anwendungsentwicklung/?utm_campaign=weiterbildung&utm_source=kursnet
Erwerb von Grundkompetenzen - Grundwissen Mathematik (Anwendung von Zahlen & Zins- und Prozentrechnung),IBB Institut für Berufliche Bildung GmbH,kundencenter-kursnet@ibb.com,<p>An der Maßnahme können Teilnehmer mit unterschiedlichen Zugangsvoraussetzungen teilnehmen. Bestimmte berufliche Vorkenntnisse oder Erfahrungen sind für die Teilnahme an der Maßnahme nicht erforderlich.<br/>Ausnahmeregelungen erfolgen in Abstimmung mit dem JC/der Arbeitsagentur oder der optierenden Kommune. Grundlegende Deutschsprachkenntnisse (Niveau A2 GER) werden vorausgesetzt.</p><br/><br/><p>Allen Interessierten stehen wir in einem persönlichen Gespräch zur Abklärung ihrer individuellen Teilnahmevoraussetzungen zur Verfügung.</p>,bildungsanbieter,not sent,https://www.ibb.com/kurs-fuer-arbeitssuchende/S-2368-D-6?utm_source=Kursnet&utm_medium=Link_Kurs&utm_campaign=Kursnet&utm_term=S-2368-D-6
Vorbereitung auf eine Mediengestalter-Umschulung - Schwerpunkt: Tools in der Mediengestaltung - Intensiv,Fortbildungsakademie der Wirtschaft (FAW) gGmbH,beratung@online-weiterbilden.com,"<p>Besondere Teilnahmevoraussetzungen sind nicht nötig, da die konkreten Inhalte und Schwerpunkte individuell auf jeden Teilnehmer, seinen Bedarf und seine Vorkenntnisse abgestimmt werden.</p>",bildungsanbieter,not sent,https://www.faw.de/r/ibb?utm_source=Kursnet&utm_campaign=Kursnet&utm_medium=Link_Kurs&utm_term=ZU-X-4410-1
Veranstaltungskaufmann - Vorbereitung auf die IHK-Prüfung,COMCAVE.COLLEGE GmbH,anfrage@comcave.com,"<ul><li> Die Zulassung zur IHK-Abschlussprüfung muss vorliegen.</li><li> Deutsch in Wort und Schrift.</li><li> Persönliches Eignungsgespräch im Rahmen der Fachberatung.</li></ul><p>Ausnahmen sind in Absprache mit COMCAVE und dem jeweiligen Kostenträger, zum Beispiel der Agentur für Arbeit oder dem Jobcenter, möglich. Des Weiteren gelten die Zugangsvoraussetzungen des Kostenträgers.</p>",bildungsanbieter,not sent,https://www.comcave.de/weiterbildung/bewerbungstraining-vorbereitung/vorbereitungskurse/vorbereitung-auf-ihk-pruefung-veranstaltungskauffrau-veranstaltungskaufmann/?utm_campaign=weiterbildung&utm_source=kursnet
"Vorbereitung auf eine Umschulung (kaufmännisch, Lagerlogistik, Schutz und Sicherheit) mit Einführung in die Buchführung",Do IT Digital GmbH,info@doit-digital.com,<p>Vorausgesetzt werden Deutschkenntnisse auf dem Niveau Deutsch B2.</p>,bildungsanbieter,not sent,https://doit-digital.com/kursliste/?utm_source=Kursnet&utm_campaign=Kursnet&utm_medium=Link_Kurs&utm_term=ZU-K-4047-1#/kurs-fuer-arbeitssuchende/ZU-K-4047-1
Erwerb von Grundkompetenzen - Grundwissen Mathematik (Grundrechenarten & Bruchrechnung),TERTIA Berufsförderung GmbH & Co. KG,info@tertia.de,<p>An der Maßnahme können Teilnehmer mit unterschiedlichen Zugangsvoraussetzungen teilnehmen. Bestimmte berufliche Vorkenntnisse oder Erfahrungen sind für die Teilnahme an der Maßnahme nicht erforderlich. <br/>Ausnahmeregelungen erfolgen in Abstimmung mit dem JC/der Arbeitsagentur oder der optierenden Kommune. Grundlegende Deutschsprachkenntnisse (Niveau A2 GER) werden vorausgesetzt.</p>,bildungsanbieter,not sent,https://www.viona.online/kursdetail/s-2368-a?utm_source=Kursnet&utm_campaign=Kursnet&utm_medium=Link_Kurs&utm_term=S-2368-A-6_TERTIA
"Kaufmann für Groß- und Außenhandelsmanagement, Fachrichtung (Außenhandel) - Vorbereitung auf die IHK-Prüfung",COMCAVE.COLLEGE GmbH,anfrage@comcave.com,"<ul><li> Die Zulassung zur IHK-Abschlussprüfung muss vorliegen.</li><li> Deutsch in Wort und Schrift.</li><li> Persönliches Eignungsgespräch im Rahmen der Fachberatung.</li></ul><p>Ausnahmen sind in Absprache mit COMCAVE und dem jeweiligen Kostenträger, zum Beispiel der Agentur für Arbeit oder dem Jobcenter, möglich. Des Weiteren gelten die Zugangsvoraussetzungen des Kostenträgers.</p>",bildungsanbieter,not sent,https://www.comcave.de/weiterbildung/bewerbungstraining-vorbereitung/vorbereitungskurse/vorbereitung-ihk-pruefung-kauffrau-kaufmann-gross-aussenhandelsmanagement-aussenhandel/?utm_campaign=weiterbildung&utm_source=kursnet
"Mediengestalter Digital und Print - Vorbereitung auf die IHK-Prüfung, Fachrichtung Digitalmedien",COMCAVE.COLLEGE GmbH,anfrage@comcave.com,"<ul><li> Die Zulassung zur IHK-Abschlussprüfung muss vorliegen.</li><li> Deutsch in Wort und Schrift.</li><li> Persönliches Eignungsgespräch im Rahmen der Fachberatung.</li></ul><p>Ausnahmen sind in Absprache mit COMCAVE und dem jeweiligen Kostenträger, zum Beispiel der Agentur für Arbeit oder dem Jobcenter, möglich. Des Weiteren gelten die Zugangsvoraussetzungen des Kostenträgers.</p>",bildungsanbieter,not sent,https://www.comcave.de/weiterbildung/bewerbungstraining-vorbereitung/vorbereitungskurse/vorbereitung-ihk-pruefung-mediengestalter-digitalmedien/?utm_campaign=weiterbildung&utm_source=kursnet
Fachinformatiker Anwendungsentwicklung - Vorbereitung auf die IHK-Prüfung,COMCAVE.COLLEGE GmbH,anfrage@comcave.com,"<ul><li> Die Zulassung zur IHK-Abschlussprüfung muss vorliegen.</li><li> Deutsch in Wort und Schrift.</li><li> Persönliches Eignungsgespräch im Rahmen der Fachberatung.</li></ul><p>Ausnahmen sind in Absprache mit COMCAVE und dem jeweiligen Kostenträger, zum Beispiel der Agentur für Arbeit oder dem Jobcenter, möglich. Des Weiteren gelten die Zugangsvoraussetzungen des Kostenträgers.</p>",bildungsanbieter,not sent,https://www.comcave.de/weiterbildung/bewerbungstraining-vorbereitung/vorbereitungskurse/vorbereitung-ihk-pruefung-fachinformatiker-anwendungsentwicklung/?utm_campaign=weiterbildung&utm_source=kursnet
"Vorbereitung auf eine Umschulung (kaufmännisch, Lagerlogistik, Schutz und Sicherheit) mit Schwerpunkt Textverarbeitung und Einführung in die Buchführung",QZA UG (haftungsbeschränkt),hello@qza-akademie.de,<p>Vorausgesetzt werden Deutschkenntnisse auf dem Niveau Deutsch B2.</p>,bildungsanbieter,not sent,https://qza-akademie.de/weiterbildungen-coaching/?utm_source=Kursnet&utm_campaign=Kursnet&utm_medium=Link_Kurs&utm_term=ZU-K-4042-1#/kurs-fuer-arbeitssuchende/ZU-K-4042-1
Vorbereitung auf die Mittlere Reife (FA-NRW),CK-Akademie,info@ck-akademie.de,"<p>Erfüllung der Vollzeitschulpflicht (10 Jahre), Erfüllung der Schulpflicht in der Sekundarstufe II, Erstwohnsitz in Nordrhein-Westfalen. Je nach gewähltem Kurs können weitere Zugangsvoraussetzungen gelten. Diese werden vor der Anmeldung in einem persönlichen Beratungsgespräch individuell geprüft.</p>",bildungsanbieter,not sent,https://www.ck-fernakademie.de/nrw/mittlere-reife/
"Berufsanschlussfähige Teilqualifizierung (MyTQ) - Fachinformatiker*in für Systemintegration - TQ2 IT-Netzwerke installieren, integrieren und konfigurieren",Internationaler Bund IB Mitte gGmbH für Bildung und soziale Dienste,,"<p>Bildungsgutschein (FbW), gegebenenfalls sind weitere Förderungen möglich, wir beraten Sie gerne. Zur Teilnahme sind Sprachkenntnisse auf Niveau B2 notwendig.</p>",bildungsanbieter,not sent,https://ib-mitte.de/fachinformatiker-systemintegration-mytq
Vorbereitung auf eine IT-Umschulung - Schwerpunkte: Vorbereitung der drei IT-Grundlagenfächer,Lernstudio Barbarossa/MegaKids Fortbildungs GmbH,viona@lernstudio-barbarossa.de,<p>Vorausgesetzt werden Deutschkenntnisse auf dem Niveau Deutsch B2 und Englisch B1.</p>,bildungsanbieter,not sent,https://www.lernstudio-barbarossa.de/weiterbildung/?utm_source=Kursnet&utm_campaign=Kursnet&utm_medium=Link_Kurs&utm_term=ZU-E-4004-1
Vorbereitung auf eine Mediengestalter-Umschulung - Schwerpunkt: Tools in der Mediengestaltung - Basis,IBB Institut für Berufliche Bildung GmbH,kundencenter-kursnet@ibb.com,"<p>Besondere Teilnahmevoraussetzungen sind nicht nötig, da die konkreten Inhalte und Schwerpunkte individuell auf jeden Teilnehmer, seinen Bedarf und seine Vorkenntnisse abgestimmt werden.</p><p>Allen Interessierten stehen wir in einem persönlichen Gespräch zur Abklärung ihrer individuellen Teilnahmevoraussetzungen zur Verfügung.</p>",bildungsanbieter,not sent,https://www.ibb.com/kurs-fuer-arbeitssuchende/ZU-X-4412-1?utm_source=Kursnet&utm_medium=Link_Kurs&utm_campaign=Kursnet&utm_term=ZU-X-4412-1
Sport- und Fitnesskaufmann - Vorbereitung auf die IHK-Prüfung,COMCAVE.COLLEGE GmbH,anfrage@comcave.com,"<ul><li> Die Zulassung zur IHK-Abschlussprüfung muss vorliegen.</li><li> Deutsch in Wort und Schrift.</li><li> Persönliches Eignungsgespräch im Rahmen der Fachberatung.</li></ul><p>Ausnahmen sind in Absprache mit COMCAVE und dem jeweiligen Kostenträger, zum Beispiel der Agentur für Arbeit oder dem Jobcenter, möglich. Des Weiteren gelten die Zugangsvoraussetzungen des Kostenträgers.</p>",bildungsanbieter,not sent,https://www.comcave.de/weiterbildung/bewerbungstraining-vorbereitung/vorbereitungskurse/vorbereitung-ihk-pruefung-sport-fitnesskauffrau-fitnesskaufmann/?utm_campaign=weiterbildung&utm_source=kursnet
Erwerb von Grundkompetenzen - Grundwissen Mathematik (Anwendung von Zahlen & Zins- und Prozentrechnung),Donner + Partner GmbH Baden-Württemberg,viona.bawue@donner-partner.de,<p>An der Maßnahme können Teilnehmer mit unterschiedlichen Zugangsvoraussetzungen teilnehmen. Bestimmte berufliche Vorkenntnisse oder Erfahrungen sind für die Teilnahme an der Maßnahme nicht erforderlich. <br/>Ausnahmeregelungen erfolgen in Abstimmung mit dem JC/der Arbeitsagentur oder der optierenden Kommune. Grundlegende Deutschsprachkenntnisse (Niveau A2 GER) werden vorausgesetzt.</p>,bildungsanbieter,not sent,https://donner-partner.de/viona-seminare/?utm_source=Kursnet&utm_campaign=Kursnet&utm_medium=Link_Kurs&utm_term=S-2368-D-6#/kurs-fuer-arbeitssuchende/S-2368-D-6
Veranstaltungskaufmann - Vorbereitung auf die IHK-Prüfung,COMCAVE.COLLEGE GmbH,anfrage@comcave.com,"<ul><li> Die Zulassung zur IHK-Abschlussprüfung muss vorliegen.</li><li> Deutsch in Wort und Schrift.</li><li> Persönliches Eignungsgespräch im Rahmen der Fachberatung.</li></ul><p>Ausnahmen sind in Absprache mit COMCAVE und dem jeweiligen Kostenträger, zum Beispiel der Agentur für Arbeit oder dem Jobcenter, möglich. Des Weiteren gelten die Zugangsvoraussetzungen des Kostenträgers.</p>",bildungsanbieter,not sent,https://www.comcave.de/weiterbildung/bewerbungstraining-vorbereitung/vorbereitungskurse/vorbereitung-auf-ihk-pruefung-veranstaltungskauffrau-veranstaltungskaufmann/?utm_campaign=weiterbildung&utm_source=kursnet
IT-System-Elektroniker - Vorbereitung auf die IHK-Prüfung,COMCAVE.COLLEGE GmbH,anfrage@comcave.com,"<ul><li> Die Zulassung zur IHK-Abschlussprüfung muss vorliegen.</li><li> Deutsch in Wort und Schrift.</li><li> Persönliches Eignungsgespräch im Rahmen der Fachberatung.</li></ul><p>Ausnahmen sind in Absprache mit COMCAVE und dem jeweiligen Kostenträger, zum Beispiel der Agentur für Arbeit oder dem Jobcenter, möglich. Des Weiteren gelten die Zugangsvoraussetzungen des Kostenträgers.</p>",bildungsanbieter,not sent,https://www.comcave.de/weiterbildung/bewerbungstraining-vorbereitung/vorbereitungskurse/vorbereitung-ihk-pruefung-it-system-elektroniker/?utm_campaign=weiterbildung&utm_source=kursnet
Maßnahme zum Erwerb von Grundkompetenzen mit Englisch,WBS TRAINING SE,info@wbstraining.de,"<p>An dieser Maßnahme zum Erwerb von Grundkompetenzen können Sie teilnehmen, wenn Sie einen anerkannten Berufsabschluss anstreben und sich auf die entsprechende Umschulung vorbereiten möchten, indem Sie grundlegende Kenntnisse absichern.</p>",bildungsanbieter,not sent,https://www.wbstraining.de/kn/erwerb-grundkompetenzen-varianten/
Vorbereitung auf eine digitale Umschulung,faw Hamburg,hamburg@faw.de,"<p>- Sicherer Umgang mit dem PC<br/>- Das Speichern und Verwalten von Dateien, sowie die Bedienung von Windowsfenstern muss bekannt sein<br/>- Deutsch in Wort und Schrift (mindestens B2) </p>",bildungsanbieter,not sent,https://www.faw.de/kurs/eca-92358
"Vorbereitung auf eine Umschulung (kaufmännisch, Lagerlogistik, Schutz und Sicherheit) mit Schwerpunkt Textverarbeitung und Einführung in die Buchführung",Lernstudio Barbarossa/MegaKids Fortbildungs GmbH,viona@lernstudio-barbarossa.de,<p>Vorausgesetzt werden Deutschkenntnisse auf dem Niveau Deutsch B2.</p>,bildungsanbieter,not sent,https://www.lernstudio-barbarossa.de/weiterbildung/?utm_source=Kursnet&utm_campaign=Kursnet&utm_medium=Link_Kurs&utm_term=ZU-K-4042-1
Vorbereitung auf den qualifizierenden Mittelschulabschluss (P3),CK-Akademie,info@ck-akademie.de,keine Angabe,bildungsanbieter,not sent,https://www.ck-akademie.de/quali
"Kaufmann, Kauffrau für Marketingkommunikation - Vorbereitung auf die IHK-Prüfung",COMCAVE.COLLEGE GmbH,anfrage@comcave.com,"<ul><li> Die Zulassung zur IHK-Abschlussprüfung muss vorliegen.</li><li> Deutsch in Wort und Schrift.</li><li> Persönliches Eignungsgespräch im Rahmen der Fachberatung.</li></ul><p>Ausnahmen sind in Absprache mit COMCAVE und dem jeweiligen Kostenträger, zum Beispiel der Agentur für Arbeit oder dem Jobcenter, möglich. Des Weiteren gelten die Zugangsvoraussetzungen des Kostenträgers.</p>",bildungsanbieter,not sent,https://www.comcave.de/weiterbildung/bewerbungstraining-vorbereitung/vorbereitungskurse/vorbereitung-ihk-pruefung-kaufmann-kauffrau-marketingkommunikation/?utm_campaign=weiterbildung&utm_source=kursnet
"Kauffrau, Kaufmann für IT System Management - Vorbereitung auf die IHK Prüfung",COMCAVE.COLLEGE GmbH,anfrage@comcave.com,"<ul><li> Die Zulassung zur IHK-Abschlussprüfung muss vorliegen.</li><li> Deutsch in Wort und Schrift.</li><li> Persönliches Eignungsgespräch im Rahmen der Fachberatung.</li></ul><p>Ausnahmen sind in Absprache mit COMCAVE und dem jeweiligen Kostenträger, zum Beispiel der Agentur für Arbeit oder dem Jobcenter, möglich. Des Weiteren gelten die Zugangsvoraussetzungen des Kostenträgers.</p>",bildungsanbieter,not sent,https://www.comcave.de/weiterbildung/bewerbungstraining-vorbereitung/vorbereitungskurse/vorbereitung-ihk-pruefung-kauffrau-kaufmann-it-system-management/?utm_campaign=weiterbildung&utm_source=kursnet
"Vorbereitung auf eine Umschulung (kaufmännisch, Lagerlogistik, Schutz und Sicherheit) mit Schwerpunkt Sprachfestigung auf Englisch A2/ B1-Niveau",IBB Institut für Berufliche Bildung GmbH,kundencenter-kursnet@ibb.com,<p>Vorausgesetzt werden Deutschkenntnisse auf dem Sprachniveau B1.1.</p><p>Allen Interessierten stehen wir in einem persönlichen Gespräch zur Abklärung ihrer individuellen Teilnahmevoraussetzungen zur Verfügung.</p>,bildungsanbieter,not sent,https://www.ibb.com/kurs-fuer-arbeitssuchende/ZU-S-4045-1?utm_source=Kursnet&utm_medium=Link_Kurs&utm_campaign=Kursnet&utm_term=ZU-S-4045-1
"Pflegehelfer:in und Betreuungskraft nach §§ 43b, 53b SGB XI",WBS TRAINING SE,info@wbstraining.de,"<p>Für die Teilnahme benötigst du ein eintragsfreies, polizeiliches Führungszeugnis. Wir empfehlen außerdem Deutschkenntnisse auf Niveau B1 (idealerweise B2) in Wort und Schrift, damit du dem Unterricht folgen, Dokumentation verstehen und sicher mit Patient:innen und im Team kommunizieren kannst.​<br/>Für das Praktikum sind Impf- bzw. Immunitätsnachweise gemäß Infektionsschutzgesetz erforderlich (z. B. Masern, Mumps, Röteln, Pertussis, Poliomyelitis, Diphtherie, Hepatitis A und B). Die konkret notwendigen Nachweise stimmst du direkt mit deiner Praktikumseinrichtung ab.​<br/>Hinweis: In einigen Bundesländern, z. B. Brandenburg, wird der Abschluss als Pflegehelfer:in nicht in allen Einrichtungen anerkannt. Kläre daher vor Beginn der Weiterbildung mit deinem gewünschten Arbeitgeber, ob der Abschluss für die angestrebte Tätigkeit akzeptiert wird.</p>",bildungsanbieter,not sent,https://www.wbstraining.de/kn/pflegehelfer-betreuungskraft-43b-53b-sgb-xi/
"Seniorenbetreuer:in - Aufbaukurs für Betreuungskraft nach §§ 43b, 53b SGB XI",IBB Institut für Berufliche Bildung GmbH,kundencenter-kursnet@ibb.com,"<p>Dieses Modul setzt eine abgeschlossene Weiterbildung als Betreuungskraft gemäß§§ 43b, 53b SGB XI voraus.</p><p>Allen Interessierten stehen wir in einem persönlichen Gespräch zur Abklärung ihrer individuellen Teilnahmevoraussetzungen zur Verfügung.</p>",bildungsanbieter,not sent,https://www.ibb.com/kurs-fuer-arbeitssuchende/P-3904-2?utm_source=Kursnet&utm_medium=Link_Kurs&utm_campaign=Kursnet&utm_term=P-3904-2
"Seniorenbetreuer:in - Aufbaukurs für Betreuungskraft nach §§ 43b, 53b SGB XI",IBB Institut für Berufliche Bildung GmbH,kundencenter-kursnet@ibb.com,"<p>Dieses Modul setzt eine abgeschlossene Weiterbildung als Betreuungskraft gemäß§§ 43b, 53b SGB XI voraus.</p><p>Allen Interessierten stehen wir in einem persönlichen Gespräch zur Abklärung ihrer individuellen Teilnahmevoraussetzungen zur Verfügung.</p>",bildungsanbieter,not sent,https://www.ibb.com/kurs-fuer-arbeitssuchende/P-3904-2?utm_source=Kursnet&utm_medium=Link_Kurs&utm_campaign=Kursnet&utm_term=P-3904-2
"Automobilkauffrau, Automobilkaufmann - Vorbereitung auf die IHK-Prüfung",COMCAVE.COLLEGE GmbH,anfrage@comcave.com,"<ul><li> Die Zulassung zur IHK-Abschlussprüfung muss vorliegen.</li><li> Deutsch in Wort und Schrift.</li><li> Persönliches Eignungsgespräch im Rahmen der Fachberatung.</li></ul><p>Ausnahmen sind in Absprache mit COMCAVE und dem jeweiligen Kostenträger, zum Beispiel der Agentur für Arbeit oder dem Jobcenter, möglich. Des Weiteren gelten die Zugangsvoraussetzungen des Kostenträgers.</p>",bildungsanbieter,not sent,https://www.comcave.de/weiterbildung/bewerbungstraining-vorbereitung/vorbereitungskurse/vorbereitung-ihk-pruefung-automobilkaufmann-automobilkauffrau/?utm_campaign=weiterbildung&utm_source=kursnet
"Seniorenbetreuer:in - Aufbaukurs für Betreuungskraft nach §§ 43b, 53b SGB XI",Lernstudio Barbarossa/MegaKids Fortbildungs GmbH,viona@lernstudio-barbarossa.de,"<p>Dieses Modul setzt eine abgeschlossene Weiterbildung als Betreuungskraft gemäß§§ 43b, 53b SGB XI voraus.</p>",bildungsanbieter,not sent,https://www.lernstudio-barbarossa.de/weiterbildung/?utm_source=Kursnet&utm_campaign=Kursnet&utm_medium=Link_Kurs&utm_term=P-3904-2
Vorbereitung auf eine IT-Umschulung - mit einem wesentlichen FIAE-Hauptfach,TERTIA Berufsförderung GmbH & Co. KG,info@tertia.de,<p>Vorausgesetzt werden Deutschkenntnisse auf dem Niveau Deutsch B2 und Englisch B1.</p>,bildungsanbieter,not sent,https://www.viona.online/kursdetail/zu-e-4006?utm_source=Kursnet&utm_campaign=Kursnet&utm_medium=Link_Kurs&utm_term=ZU-E-4006-1_TERTIA
Pflegefachmann/ -frau,Anna-Siemsen-Schule BBS7,bbs7@anna-siemsen-schule.de,"<p>- Mittlerer Schulabschluss <br/>- Hauptschulabschluss plus eine erfolgreich abgeschlossene <br/>- Mindestens zweijährige Berufsausbildung <br/>- Mindestens einjährige Assistenz- oder Helferausbildung in der Pflege, die bestimmten Bedingungen genügen muss <br/>- Erfolgreich abgeschlossene zehnjährige allgemeine Schulbildung</p>",bildungsanbieter,not sent,https://www.anna-siemsen-schule.de/bildungsangebote/pflegefachkraft
Digitaler Führerschein 4.0 - digitale Grundkompetenzen,faw Plauen,plauen@faw.de,"<p>- wenig Erfahrung mit Computer, Internet oder neuen Medien<br/>- niederschwelliger Einstieg in digitale Themen<br/>- mind. Sprachniveau B1<br/>- keine Berufserfahrung notwendig</p>",bildungsanbieter,not sent,https://www.faw.de/kurs/eca-2092751
Tourismuskaufmann - Vorbereitung auf die IHK-Prüfung,COMCAVE.COLLEGE GmbH,anfrage@comcave.com,"<ul><li> Die Zulassung zur IHK-Abschlussprüfung muss vorliegen.</li><li> Deutsch in Wort und Schrift.</li><li> Persönliches Eignungsgespräch im Rahmen der Fachberatung.</li></ul><p>Ausnahmen sind in Absprache mit COMCAVE und dem jeweiligen Kostenträger, zum Beispiel der Agentur für Arbeit oder dem Jobcenter, möglich. Des Weiteren gelten die Zugangsvoraussetzungen des Kostenträgers.</p>",bildungsanbieter,not sent,https://www.comcave.de/weiterbildung/bewerbungstraining-vorbereitung/vorbereitungskurse/vorbereitung-ihk-pruefung-tourismuskauffrau-tourimuskaufmann/?utm_campaign=weiterbildung&utm_source=kursnet
"Kauffrau, Kaufmann für IT System Management - Vorbereitung auf die IHK Prüfung",COMCAVE.COLLEGE GmbH,anfrage@comcave.com,"<ul><li> Die Zulassung zur IHK-Abschlussprüfung muss vorliegen.</li><li> Deutsch in Wort und Schrift.</li><li> Persönliches Eignungsgespräch im Rahmen der Fachberatung.</li></ul><p>Ausnahmen sind in Absprache mit COMCAVE und dem jeweiligen Kostenträger, zum Beispiel der Agentur für Arbeit oder dem Jobcenter, möglich. Des Weiteren gelten die Zugangsvoraussetzungen des Kostenträgers.</p>",bildungsanbieter,not sent,https://www.comcave.de/weiterbildung/bewerbungstraining-vorbereitung/vorbereitungskurse/vorbereitung-ihk-pruefung-kauffrau-kaufmann-it-system-management/?utm_campaign=weiterbildung&utm_source=kursnet
"Mediengestalter Digital und Print - Vorbereitung auf die IHK-Prüfung, Fachrichtung Digitalmedien",COMCAVE.COLLEGE GmbH,anfrage@comcave.com,"<ul><li> Die Zulassung zur IHK-Abschlussprüfung muss vorliegen.</li><li> Deutsch in Wort und Schrift.</li><li> Persönliches Eignungsgespräch im Rahmen der Fachberatung.</li></ul><p>Ausnahmen sind in Absprache mit COMCAVE und dem jeweiligen Kostenträger, zum Beispiel der Agentur für Arbeit oder dem Jobcenter, möglich. Des Weiteren gelten die Zugangsvoraussetzungen des Kostenträgers.</p>",bildungsanbieter,not sent,https://www.comcave.de/weiterbildung/bewerbungstraining-vorbereitung/vorbereitungskurse/vorbereitung-ihk-pruefung-mediengestalter-digitalmedien/?utm_campaign=weiterbildung&utm_source=kursnet
Vorbereitung auf eine Mediengestalter-Umschulung - Schwerpunkt: Tools in der Mediengestaltung - Kompakt,IBB Institut für Berufliche Bildung GmbH,kundencenter-kursnet@ibb.com,"<p>Besondere Teilnahmevoraussetzungen sind nicht nötig, da die konkreten Inhalte und Schwerpunkte individuell auf jeden Teilnehmer, seinen Bedarf und seine Vorkenntnisse abgestimmt werden.</p><p>Allen Interessierten stehen wir in einem persönlichen Gespräch zur Abklärung ihrer individuellen Teilnahmevoraussetzungen zur Verfügung.</p>",bildungsanbieter,not sent,https://www.ibb.com/kurs-fuer-arbeitssuchende/ZU-X-4411-1?utm_source=Kursnet&utm_medium=Link_Kurs&utm_campaign=Kursnet&utm_term=ZU-X-4411-1
"Kauffrau, Kaufmann E-Commerce - Vorbereitung auf die IHK-Prüfung",COMCAVE.COLLEGE GmbH,anfrage@comcave.com,"<ul><li> Die Zulassung zur IHK-Abschlussprüfung muss vorliegen.</li><li> Deutsch in Wort und Schrift.</li><li> Persönliches Eignungsgespräch im Rahmen der Fachberatung.</li></ul><p>Ausnahmen sind in Absprache mit COMCAVE und dem jeweiligen Kostenträger, zum Beispiel der Agentur für Arbeit oder dem Jobcenter, möglich. Des Weiteren gelten die Zugangsvoraussetzungen des Kostenträgers.</p>",bildungsanbieter,not sent,https://www.comcave.de/weiterbildung/bewerbungstraining-vorbereitung/vorbereitungskurse/vorbereitung-ihk-pruefung-kaufmann-kauffrau-ecommerce/?utm_campaign=weiterbildung&utm_source=kursnet
Nachprüfungsvorbereitung der Umschulung Masseurin und medizinischer Bademeister (w/m/d),WBS TRAINING SE,info@wbstraining.de,<p>Die Zulassungsvoraussetzungen für die Abschlussprüfung müssen erfüllt sein (z. B. durch Absolvieren des Praktikums und Lerninhalte der AO).</p>,bildungsanbieter,not sent,https://www.wbstraining.de/kn/nachpruefung-umschulung-masseur-bademeister/
Personaldienstleistungskaufmann - Vorbereitung auf die IHK-Prüfung,COMCAVE.COLLEGE GmbH,anfrage@comcave.com,"<ul><li> Die Zulassung zur IHK-Abschlussprüfung muss vorliegen.</li><li> Deutsch in Wort und Schrift.</li><li> Persönliches Eignungsgespräch im Rahmen der Fachberatung.</li></ul><p>Ausnahmen sind in Absprache mit COMCAVE und dem jeweiligen Kostenträger, zum Beispiel der Agentur für Arbeit oder dem Jobcenter, möglich. Des Weiteren gelten die Zugangsvoraussetzungen des Kostenträgers.</p>",bildungsanbieter,not sent,https://www.comcave.de/weiterbildung/bewerbungstraining-vorbereitung/vorbereitungskurse/vorbereitung-ihk-pruefung-personaldienstleistungskaufmann-personaldienstleistungskauffrau/?utm_campaign=weiterbildung&utm_source=kursnet
"Kauffrau, Kaufmann für Spedition- und Logistikdienstleistung - Vorbereitung auf die IHK-Prüfung",COMCAVE.COLLEGE GmbH,anfrage@comcave.com,"<ul><li> Die Zulassung zur IHK-Abschlussprüfung muss vorliegen.</li><li> Deutsch in Wort und Schrift.</li><li> Persönliches Eignungsgespräch im Rahmen der Fachberatung.</li></ul><p>Ausnahmen sind in Absprache mit COMCAVE und dem jeweiligen Kostenträger, zum Beispiel der Agentur für Arbeit oder dem Jobcenter, möglich. Des Weiteren gelten die Zugangsvoraussetzungen des Kostenträgers.</p>",bildungsanbieter,not sent,https://www.comcave.de/weiterbildung/bewerbungstraining-vorbereitung/vorbereitungskurse/vorbereitung-ihk-pruefung-kauffrau-kaufmann-spedition-logistikdienstleistung/?utm_campaign=weiterbildung&utm_source=kursnet
Vorbereitung auf kaufmännische Umschulungen,CBW College Berufliche Weiterbildung GmbH,info@cbw-hamburg.de,keine Angabe,bildungsanbieter,not sent,https://www.cbw-weiterbildung.de/gefoerderte-weiterbildung/vorbereitungskurse-umschulungen-weiterbildungen/vorbereitung-auf-kaufmaennische-umschulungen-2-2/alle-standorte.html
Vorbereitung auf eine IT-Umschulung - mit einem wesentlichen FIAE-Hauptfach,Lernstudio Barbarossa/MegaKids Fortbildungs GmbH,viona@lernstudio-barbarossa.de,<p>Vorausgesetzt werden Deutschkenntnisse auf dem Niveau Deutsch B2 und Englisch B1.</p>,bildungsanbieter,not sent,https://www.lernstudio-barbarossa.de/weiterbildung/?utm_source=Kursnet&utm_campaign=Kursnet&utm_medium=Link_Kurs&utm_term=ZU-E-4006-1
